name,header,superhost,guests_rooms,rating,reviews,location,rarity,rarity_desc,house_rules,health_safety,cancellation,host_response,per night,total price,url,host
Takeaway TO DOB,Entire home hosted by Tabitabi Stay,Superhost,4 guests · 2 bedrooms · 2 baths,4.67 ·,3 reviews,"Shimogyo Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or events,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show more󱠃Nearby lake, river, other body of water󱠃Heights without rails or protectionCarbon monoxide alarmShow more",Free cancellation before Aug 10.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第　91　号	Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$254.91 x 7 nights,"$1,843.43",https://www.airbnb.com/rooms/576254019930866275?adults=2&children=0&infants=0&check_in=2022-08-15&check_out=2022-08-22&previous_page_section_name=1000,
No.10 HANA Chic and Modern Japanese Apartment,Entire townhouse hosted by Number6,Superhost,4 guests · 2 bedrooms · 1 bed · 1 bath,4.80 ·,15 reviews,"Kyoto-shi, Kyoto, Japan",This is a rare find.,Number6's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 9:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $394Show more",Free cancellation before Aug 14.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 638 号Languages: English, 日本語Response rate: 100%Response time: within an hour",$191.21 x 7 nights,"$1,204.60",https://www.airbnb.com/rooms/22660350?adults=2&children=0&infants=0&check_in=2022-08-19&check_out=2022-08-26&previous_page_section_name=1000,
三条PREMIUM,Entire home hosted by 京都ivy,None,5 guests · 2 bedrooms · 5 beds · 1 bath,4.89 ·,36 reviews,"京都市, 京都府, Japan",Lower price.,Your dates are $239 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 1:00 PM - 8:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 12.,"Policy number: M260010418Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$71.65 x 7 nights,$594.41,https://www.airbnb.com/rooms/30189591?adults=2&children=0&infants=0&check_in=2022-08-17&check_out=2022-08-24&previous_page_section_name=1000,
RakutenSTAY KyotoStation【Twin Room with Projector】,Room in hotel hosted by Rakuten STAY,Superhost,2 guests · 1 bedroom · 2 beds · 1 private bath,4.73 ·,48 reviews,"Minami Ward, Kyoto, Kyoto, Japan",Add an extra night and save.,Extend your stay by adding Aug 16 for only $67.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarm󱠃Security camera/recording device Show moreSmoke alarmShow more,Free cancellation before Aug 4.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第2号Response rate: 100%Response time: within an hour,$98.98 x 7 nights,$519.64,https://www.airbnb.com/rooms/48835575?adults=2&children=0&infants=0&check_in=2022-08-09&check_out=2022-08-16&previous_page_section_name=1000,
Reiki-An Kyoto Ayano-koji,Entire home hosted by Reiki-An,None,5 guests · 2 bedrooms · 4 beds · 1.5 baths,4.97 ·,64 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: 3:00 PM - 6:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or events,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation before Aug 8.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第556号Response rate: 100%Response time: within a few hours,$139.02 x 7 nights,$721.84,https://www.airbnb.com/rooms/29603105?adults=2&children=0&infants=0&check_in=2022-08-09&check_out=2022-08-16&previous_page_section_name=1000,
Cozy and Quiet Arthouse/ SANZEN-YA KYOTO（さんぜんや京都）,Entire home hosted by Shirley,None,2 guests · 1 bedroom · 1 bath,4.83 ·,243 reviews,"Kyoto-shi, Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 8:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show more󱠃Nearby lake, river, other body of water󱠃Heights without rails or protectionCarbon monoxide alarmShow more",Free cancellation before Aug 2.,"Policy number: Hotels and Inns Business Act | 京都府京都市 | 京都市指令保保医第657号Languages: English, 日本語Response rate: 100%Response time: within an hour",$96.73 x 7 nights,$762.44,https://www.airbnb.com/rooms/6628536?adults=2&children=0&infants=0&check_in=2022-08-07&check_out=2022-08-14&previous_page_section_name=1000,
MAX3!7min to Kyoto Sta.Free WiFi&Android TV![SPTK],Entire condo hosted by RESISTAY Support,None,3 guests · 1 bedroom · 3 beds · 1 bath,5.0 ·,3 reviews,"Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 12:00 AMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarm󱠃No smoke alarm󱠃Security camera/recording device Show moreShow more,Free cancellation before Aug 25.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第950号Languages: English, 日本語Response rate: 100%Response time: within an hour",$60.74 x 7 nights,$479.71,https://www.airbnb.com/rooms/33894059?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
雲町屋 風早 KumoMachiya Kazahaya,Entire home hosted by Kumo Machiya,None,6 guests · 3 bedrooms · 6 beds · 2 baths,4.97 ·,37 reviews,"Shimogyō-ku, Kyōto-shi, Kyōto-fu, Japan",This is a rare find.,Kumo Machiya's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 25.,"Policy number: Hotels and Inns Business Act | 京都市医療衛生センター | 京都市指令保医セ第503号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$169.84 x 7 nights,"$1,190.88",https://www.airbnb.com/rooms/21927596?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
Shiki Homes | IKKO 8  一耕の宿8,Entire home hosted by Shiki,Superhost,5 guests · 2 bedrooms · 3 beds · 1.5 baths,4.60 ·,20 reviews,"Kyoto, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 9.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ第 359 号 | 第 359 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$135.22 x 7 nights,$654.71,https://www.airbnb.com/rooms/39422214?adults=2&children=0&infants=0&check_in=2022-08-14&check_out=2022-08-21&previous_page_section_name=1000,
Kishoan | 喜承庵,Entire villa hosted by Shiki,Superhost,6 guests · 2 bedrooms · 6 beds · 2 baths,5.0 ·,3 reviews,"Nakagyō-ku, Kyoto, Kyoto, Japan",Lower price.,Your dates are $643 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Heights without rails or protectionCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Jul 27.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 第 663 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$307.24 x 7 nights,"$1,865.32",https://www.airbnb.com/rooms/44325331?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-08&previous_page_section_name=1000,
2 min Higashiyama Sta. traditional modern machiya,Entire townhouse hosted by Raina&Jelly,Superhost,9 guests · 3 bedrooms · 9 beds · 2 baths,4.57 ·,7 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: 4:00 PM - 10:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show more󱠃Security camera/recording device Show moreSmoke alarmShow more,Free cancellation before Jul 30.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 110 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$236.20 x 7 nights,"$1,235.01",https://www.airbnb.com/rooms/52977925?adults=2&children=0&infants=0&check_in=2022-08-04&check_out=2022-08-11&previous_page_section_name=1000,
"Near from Kawaramachi , Stylish Guest House",Entire condo hosted by Maya,Superhost,5 guests · 2 bedrooms · 5 beds · 1 bath,4.85 ·,99 reviews,"京都市, 京都府, Japan",Lower price.,Your dates are $158 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNot suitable for children and infantsNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Jul 29.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保保医第　４９４　号Languages: English, 日本語Response rate: 100%Response time: within an hour",$204.89 x 7 nights,"$1,489.36",https://www.airbnb.com/rooms/14267567?adults=2&children=0&infants=0&check_in=2022-08-03&check_out=2022-08-10&previous_page_section_name=1000,
雲町屋 小徳 KumoMachiya KOTOKU,Entire home hosted by Kumo Machiya,None,4 guests · 2 bedrooms · 2 baths,4.80 ·,20 reviews,"Sakyō-ku, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 18.,"Policy number: Hotels and Inns Business Act | 京都市医務衛生センター | 京都市指令保医セ第159号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$98.98 x 7 nights,$707.06,https://www.airbnb.com/rooms/35691049?adults=2&children=0&infants=0&check_in=2022-08-23&check_out=2022-08-30&previous_page_section_name=1000,
"Ryumasaka House: Limited to one group per day, you can stay together in a small inn on the top of Higashiyama Shimizu",Entire townhouse hosted by Koji&Friend,None,5 guests · 2 bedrooms · 2 beds · 1 bath,4.50 ·,4 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 8:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo parties or eventsPets are allowedShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $118Show more",Free cancellation before Jul 18.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 87 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within a few hours",$110.23 x 7 nights,$762.39,https://www.airbnb.com/rooms/50515215?adults=2&children=0&infants=0&check_in=2022-08-17&check_out=2022-08-24&previous_page_section_name=1000,
Townhouse near Nijo castle(Freebikes&Pocket WiFi),Entire townhouse hosted by Hershey,Superhost,3 guests · 1 bedroom · 3 beds · 1.5 baths,4.90 ·,309 reviews,"Nakagyō-ku, Kyōto-shi, Kyōto-fu, Japan",None,None,House rulesCheck-in: 3:00 PM - 2:00 AMCheckout: 12:00 PMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 29.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保保医第２４３号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$106.72 x 7 nights,$770.66,https://www.airbnb.com/rooms/8807777?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
Cozy room in Kyoto!,Entire rental unit hosted by Atsushi,None,4 guests · 1 bedroom · 4 beds · 1 bath,4.77 ·,26 reviews,"Minami-ku, Kyōto-shi, Kyōto-fu, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNot suitable for infants (under 2 years)No smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation for 48 hours.,Policy number: M260021342Response rate: 86%Response time: within an hour,$23.62 x 7 nights,$196.78,https://www.airbnb.com/rooms/22313343?adults=2&children=0&infants=0&check_in=2022-08-17&check_out=2022-08-24&previous_page_section_name=1000,
Comfortable ★W bed for your dog! Fully equipped kitchen★ Max 3 people/403/Gion Shijo station and Yasaka Shrine are very close!,Entire serviced apartment hosted by Hostel Inn Kyoto Gion,Superhost,3 guests · Studio · 3 beds · 1.5 baths,None,"Kyoto, Japan","Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 9:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo parties or eventsPets are allowedShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 25.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 502 号Languages: 中文 (简体), English, Français, 日本語, 한국어Response rate: 100%Response time: within an hour",$76.38 x 7 nights,$677.08,https://www.airbnb.com/rooms/624879853451362925?adults=2&children=0&infants=0&check_in=2022-08-26&check_out=2022-09-02&previous_page_section_name=1000,
Machiya villa with terrace,Entire townhouse hosted by Nori,None,10 guests · 2 bedrooms · 3 beds · 1.5 baths,4.05 ·,19 reviews,"Shimogyo Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 25.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第９６１号Languages: العربية, বাংলা, 中文 (简体), Čeština, Dansk, Nederlands, English, Suomi, Français, Deutsch, Ελληνικά, עברית, हिन्दी, Magyar, Bahasa Indonesia, Italiano, 日本語, 한국어, Melayu, Norsk, Polski, Português, ਪੰਜਾਬੀ, Русский, Sign Language, Español, Svenska, Tagalog, ภาษาไทย, Türkçe, УкраїнськаResponse rate: 97%Response time: within an hour",$117.72 x 7 nights,$938.51,https://www.airbnb.com/rooms/53798478?adults=2&children=0&infants=0&check_in=2022-08-26&check_out=2022-09-02&previous_page_section_name=1000,
